MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition						Time:	1024.0137	Sec	11/6/2020 1:27:14 PM
Time	Station 1 Force	Station 1 Displacement
Sec	N	mm
767.01074	35.256908	0.00599141
768.01074	37.578297	0.0061301026
769.01074	35.68092	0.0050258301
770.01074	37.103851	0.0050461264
771.01074	38.631264	0.005913021
772.01074	33.390228	0.0044444525
773.01074	37.174377	0.0052036848
774.01074	32.91156	0.0040304558
775.01074	32.732536	0.004923827
776.01074	35.354763	0.0063856305
777.01074	36.585152	0.0046167774
778.01074	36.56546	0.0069745542
779.01074	36.643875	0.0061829258
780.01074	34.488205	0.0040611606
781.01074	34.174553	0.0052455785
782.01074	38.478558	0.0063968194
783.01074	36.172443	0.0056197629
784.01074	37.60321	0.0046867742
785.01074	34.585709	0.0059622661
786.01074	39.249825	0.0046872948
787.01074	33.553379	0.005169597
788.01074	36.526283	0.0040705283
789.01074	36.478058	0.0034157711
790.01074	34.206303	0.005344524
791.01074	37.429558	0.0046880753
792.01074	36.045204	0.0062047835
793.01074	35.757877	0.0048468043
794.01074	33.879139	0.0058180438
795.01074	37.781437	0.0045431377
796.01074	34.564205	0.0047369953
797.01074	34.577667	0.005718383
798.01074	34.715904	0.0059294146
799.01074	39.291218	0.005656973
800.01074	36.4226	0.0055203619
801.01074	37.214561	0.0065493034
802.01074	36.490917	0.0055565313
803.01074	32.488556	0.0058586369
804.01074	34.771164	0.0070044785
805.01074	37.134392	0.0056309518
806.01074	34.353981	0.0055320715
807.01074	35.847286	0.0043281377
808.01074	34.833046	0.0057220259
809.01074	37.020012	0.0049953852
810.01074	33.967747	0.0043557202
811.01074	37.605217	0.0044788653
812.01074	36.734493	0.0057516899
813.01074	35.568348	0.0057826554
814.01074	35.310356	0.0033561827
815.01074	37.317642	0.0047140964
816.01074	38.927082	0.0045709801
817.01074	36.964157	0.0084818946
818.01074	33.388821	0.0053192186
819.01074	37.759132	0.0039484892
820.01074	35.587234	0.0045777457
821.01074	36.944466	0.0053965012
822.01074	36.381809	0.0051617255
823.01074	35.000072	0.0048819329
824.01074	38.018379	0.0052099298
825.01074	37.820415	0.0067812172
826.01074	31.47497	0.0046977033
827.01074	33.28474	0.0040611606
828.01074	33.421371	0.004385124
829.01074	33.375156	0.0060889893
830.01074	35.174076	0.0061064232
831.01074	36.730873	0.0037756437
832.01074	34.440182	0.005502928
833.01074	36.13768	0.0063002808
834.01074	34.397785	0.0053218207
835.01074	34.647995	0.0050354577
836.01074	33.21582	0.0056777899
837.01074	33.626568	0.0054417783
838.01074	36.969582	0.0055469037
839.01074	36.461582	0.0047081118
840.01074	34.339718	0.005074034
841.01074	38.196201	0.0045415764
842.01074	34.164509	0.0042643859
843.01074	34.667889	0.0044762632
844.01074	36.34444	0.0032903492
845.01074	31.87326	0.0032119604
846.01074	36.676823	0.0052622324
847.01074	36.248795	0.005560955
848.01074	36.720631	0.0058682649
849.01074	34.466103	0.004005996
850.01074	35.870998	0.0050461264
851.01074	37.261379	0.0057163015
852.01074	37.710907	0.0053692441
853.01074	34.378296	0.0049118572
854.01074	38.566967	0.0041597812
855.01074	37.914848	0.0036692172
856.01074	35.643898	0.0051338826
857.01074	36.581535	0.0048291101
858.01074	32.658592	0.0050823609
859.01074	34.655025	0.0045977822
860.01074	36.613731	0.0057566343
861.01074	33.672783	0.0051748012
862.01074	35.558102	0.0052999631
863.01074	36.333385	0.0051146271
864.01074	35.743408	0.0059252512
865.01074	34.026016	0.0033075232
866.01074	34.740421	0.0053832307
867.01074	33.12701	0.0032031133
868.01074	32.007481	0.0045506838
869.01074	35.35215	0.0029431619
870.01074	33.038952	0.0054056086
871.01074	34.394974	0.0053837509
872.01074	35.134697	0.0055284286
873.01074	36.013458	0.0036749418
874.01074	34.542103	0.0051648482
875.01074	35.334469	0.0043213721
876.01074	35.130676	0.0060338243
877.01074	38.994194	0.006170956
878.01074	33.892799	0.0048824535
879.01074	35.765106	0.0061280211
880.01074	36.631821	0.0057594962
881.01074	33.583168	0.0039935056
882.01074	38.617001	0.0040916055
883.01074	36.945469	0.0056616571
884.01074	35.182114	0.0053853123
885.01074	34.782211	0.0066919643
886.01074	35.965233	0.0058648819
887.01074	35.212105	0.0043830425
888.01074	33.058643	0.0036569873
889.01074	35.082253	0.0059304554
890.01074	39.472656	0.0050536725
891.01074	36.542351	0.0051143668
892.01074	38.665421	0.0028541696
893.01074	35.292675	0.0048434217
894.01074	38.094734	0.005908858
895.01074	35.293278	0.0062375702
896.01074	34.309978	0.0049128984
897.01074	35.254295	0.0040515331
898.01074	33.443874	0.0050807996
899.01074	35.049503	0.0053020446
900.01074	36.448719	0.0055445619
901.01074	36.745747	0.0054961625
902.01074	31.750492	0.0049019693
903.01074	36.477051	0.0034477771
904.01074	34.624283	0.0045361118
905.01074	34.990425	0.0051536588
906.01074	37.538914	0.0039711278
907.01074	35.268162	0.0056845555
908.01074	33.78912	0.004221451
909.01074	40.109703	0.004707071
910.01074	35.879841	0.005298662
911.01074	35.245457	0.0047031678
912.01074	36.77026	0.005175842
913.01074	35.665447	0.0045681181
914.01074	36.181686	0.0058838776
915.01074	34.685566	0.0043830425
916.01074	35.92786	0.0044382075
917.01074	37.003132	0.0038959265
918.01074	35.515907	0.0038386148
919.01074	33.862057	0.0043307398
920.01074	34.2714	0.0049212249
921.01074	34.881271	0.0053873938
922.01074	34.393566	0.0047804504
923.01074	33.720604	0.0059875068
924.01074	35.077431	0.0056278296
925.01074	37.364861	0.0048756879
926.01074	31.616222	0.0031364991
927.01074	33.27047	0.0043879864
928.01074	36.201778	0.005537536
929.01074	35.141525	0.0056712846
930.01074	36.377792	0.0053682034
931.01074	37.404442	0.0041860621
932.01074	35.503452	0.0046872948
933.01074	33.793343	0.0042040171
934.01074	34.012154	0.005694964
935.01074	39.881599	0.0047687409
936.01074	36.711185	0.0049862778
937.01074	38.033649	0.0051719388
938.01074	32.710632	0.0054878355
939.01074	37.596783	0.0054344921
940.01074	36.167622	0.0043395869
941.01074	36.483482	-3.7986204e-06
942.01074	33.656105	-0.034750495
943.01074	31.727184	-0.062609322
944.01074	30.669342	-0.10833714
945.01074	24.554966	-0.15759408
946.01074	26.751373	-0.21191479
947.01074	23.866884	-0.28172433
948.01074	22.012709	-0.34948421
949.01074	21.57604	-0.42051682
950.01074	17.782446	-0.50567824
951.01074	18.358358	-0.60494685
952.01074	13.148314	-0.72481048
953.01074	12.04245	-0.84021664
954.01074	10.103884	-0.97758949
955.01074	6.2950191	-1.1237097
956.01074	3.7905369	-1.2852931
957.01074	-1.386003	-1.4633063
958.01074	-3.5405672	-1.6539809
959.01074	-9.7474222	-1.8500179
960.01074	-12.431736	-2.0629134
961.01074	-16.870766	-2.2851849
962.01074	-22.346741	-2.5095873
963.01074	-30.314487	-2.7306142
964.01074	-33.094242	-2.9444592
965.01074	-38.899593	-3.169575
966.01074	-44.548767	-3.3887584
967.01074	-52.163837	-3.5969801
968.01074	-57.310436	-3.8051925
969.01074	-67.44265	-3.9979367
970.01074	-70.92334	-4.1843171
971.01074	-80.870895	-4.3525662
972.01074	-81.393364	-4.5158486
973.01074	-87.001343	-4.6616154
974.01074	-89.571938	-4.7924919
975.01074	-95.050667	-4.9140949
976.01074	-101.23824	-5.0065546
977.01074	-96.905098	-5.0860243
978.01074	-102.03377	-5.1608744
979.01074	-103.26904	-5.2133594
980.01074	-106.36891	-5.2560883
981.01074	-103.83656	-5.2873025
982.01074	-97.743675	-5.3016167
983.01074	-97.34137	-5.3029227
984.01074	-90.637161	-5.2962098
985.01074	-83.518234	-5.2846303
986.01074	-72.004837	-5.2702994
987.01074	-69.539589	-5.2565808
988.01074	-66.59201	-5.2382312
989.01074	-66.902641	-5.2239418
990.01074	-62.925003	-5.2065086
991.01074	-56.697102	-5.18857
992.01074	-59.077206	-5.1737714
993.01074	-56.058697	-5.1558504
994.01074	-51.965717	-5.1373386
995.01074	-46.886631	-5.118073
996.01074	-48.489841	-5.1078906
997.01074	-47.254532	-5.0961633
998.01074	-44.158314	-5.0862556
999.01074	-44.529076	-5.0787811
1000.0107	-44.564644	-5.069941
1001.0107	-46.810024	-5.067337
1002.0107	-44.778427	-5.0637078
1003.0107	-42.507076	-5.0589356
1004.0107	-44.744072	-5.055604
1005.0107	-44.719154	-5.0553675
1006.0107	-40.682186	-5.0538316
1007.0107	-47.028687	-5.0578408
1008.0107	-47.409698	-5.0582042
1009.0107	-53.984055	-5.0634031
1010.0107	-51.686981	-5.0638914
1011.0107	-51.900566	-5.0683351
1012.0107	-48.520588	-5.065484
1013.0107	-51.46209	-5.0611939
1014.0107	-47.973206	-5.0592294
1015.0107	-47.359669	-5.0600057
1016.0107	-49.31953	-5.0635877
1017.0107	-50.587143	-5.0664043
1018.0107	-49.742538	-5.0641594
1019.0107	-46.781094	-5.0639253
1020.0107	-49.190933	-5.0626802
1021.0107	-46.2528	-5.0567207
1022.0107	-45.869377	-5.0611215
1023.0107	-49.374184	-5.0659189
1024.0107	-52.456638	-5.0676317

Data Acquisition						Time:	1313.4365	Sec	11/6/2020 1:32:03 PM
Time	Station 1 Force	Station 1 Displacement
Sec	N	mm
1025.0107	-52.226124	-5.0655584
1026.0107	-48.346531	-5.0650158
1027.0107	-52.560116	-5.0696754
1028.0107	-45.042904	-5.0569482
1029.0107	-50.73106	-5.0625606
1030.0107	-50.277863	-5.0641723
1031.0107	-51.480625	-5.0718646
1032.0107	-48.492054	-5.0652127
1033.0107	-49.343239	-5.0642586
1034.0107	-51.184002	-5.0653014
1035.0107	-43.613693	-5.0535588
1036.0107	-47.499565	-5.0631924
1037.0107	-49.923626	-5.0625815
1038.0107	-51.088963	-5.0680037
1039.0107	-47.301197	-5.0640316
1040.0107	-48.689766	-5.0632977
1041.0107	-53.356098	-5.0716653
1042.0107	-53.813011	-5.0702157
1043.0107	-50.499737	-5.0713801
1044.0107	-50.161526	-5.0702667
1045.0107	-49.118801	-5.0705786
1046.0107	-50.565845	-5.0695772
1047.0107	-52.29504	-5.0718517
1048.0107	-50.654503	-5.0702562
1049.0107	-44.64642	-5.0660563
1050.0107	-49.487354	-5.0693583
1051.0107	-51.376896	-5.0688119
1052.0107	-48.429314	-5.0716877
1053.0107	-48.678318	-5.0687232
1054.0107	-47.093987	-5.0682869
1055.0107	-47.466763	-5.06286
1056.0107	-44.502754	-5.0600009
1057.0107	-38.97715	-5.0597405
1058.0107	-43.802818	-5.0620136
1059.0107	-48.496071	-5.0634251
1060.0107	-47.348011	-5.0639052
1061.0107	-46.244961	-5.0641065
1062.0107	-48.986992	-5.0687003
1063.0107	-49.387295	-5.0665669
1064.0107	-48.744621	-5.0685129
1065.0107	-50.881149	-5.0719099
1066.0107	-50.889191	-5.0710406
1067.0107	-50.70554	-5.070178
1068.0107	-48.981968	-5.0709047
1069.0107	-51.353386	-5.0706635
1070.0107	-45.236801	-5.0674033
1071.0107	-51.729977	-5.0706358
1072.0107	-46.458397	-5.0656433
1073.0107	-48.182373	-5.0633416
1074.0107	-52.408966	-5.0691905
1075.0107	-49.598873	-5.0731421
1076.0107	-51.839283	-5.0736489
1077.0107	-49.692303	-5.0713768
1078.0107	-47.865257	-5.0716863
1079.0107	-49.720436	-5.0715113
1080.0107	-47.999126	-5.0712605
1081.0107	-52.707199	-5.0788722
1082.0107	-52.649532	-5.0780506
1083.0107	-49.741131	-5.0749111
1084.0107	-51.338718	-5.0738072
1085.0107	-51.741634	-5.0783248
1086.0107	-51.144421	-5.076828
1087.0107	-52.12405	-5.0744286
1088.0107	-51.007587	-5.0737352
1089.0107	-50.8918	-5.0752954
1090.0107	-44.16032	-5.0697308
1091.0107	-45.565369	-5.068893
1092.0107	-46.508232	-5.0717397
1093.0107	-49.32415	-5.0746918
1094.0107	-47.761978	-5.0668745
1095.0107	-42.767078	-5.0651784
1096.0107	-48.254707	-5.0752997
1097.0107	-49.11599	-5.0755835
1098.0107	-53.436066	-5.075841
1099.0107	-48.82439	-5.0778623
1100.0107	-52.874371	-5.078321
1101.0107	-49.166424	-5.0775108
1102.0107	-48.753662	-5.0743594
1103.0107	-48.864979	-5.0746427
1104.0107	-49.909557	-5.0767374
1105.0107	-53.43446	-5.0780821
1106.0107	-52.405151	-5.0824137
1107.0107	-52.192165	-5.0833025
1108.0107	-52.023586	-5.0804477
1109.0107	-47.116493	-5.0748324
1110.0107	-44.875076	-5.0737252
1111.0107	-45.182549	-5.074729
1112.0107	-47.378956	-5.0726933
1113.0107	-49.701748	-5.0793042
1114.0107	-49.084846	-5.0782881
1115.0107	-45.311344	-5.0753555
1116.0107	-50.057846	-5.079329
1117.0107	-50.475025	-5.0805268
1118.0107	-49.27914	-5.0789638
1119.0107	-50.527267	-5.079967
1120.0107	-51.089165	-5.0820942
1121.0107	-53.136833	-5.0849724
1122.0107	-52.040062	-5.0857778
1123.0107	-49.037628	-5.0854206
1124.0107	-49.677837	-5.0817852
1125.0107	-45.161652	-5.0751891
1126.0107	-45.779762	-5.0744066
1127.0107	-44.74387	-5.0747519
1128.0107	-49.579784	-5.0823412
1129.0107	-49.027378	-5.0789218
1130.0107	-50.636021	-5.0825777
1131.0107	-44.108681	-5.0703983
1132.0107	-50.712776	-5.0799017
1133.0107	-50.271835	-5.0798321
1134.0107	-54.288307	-5.0848007
1135.0107	-46.189507	-5.0777831
1136.0107	-47.926136	-5.0805702
1137.0107	-43.763786	-5.0782943
1138.0107	-51.997868	-5.0844121
1139.0107	-52.486374	-5.0853009
1140.0107	-48.083515	-5.079987
1141.0107	-47.841747	-5.0808506
1142.0107	-51.219769	-5.0839987
1143.0107	-51.995457	-5.0827007
1144.0107	-48.660034	-5.0818467
1145.0107	-49.609322	-5.0819035
1146.0107	-46.189705	-5.0806136
1147.0107	-47.925934	-5.0817714
1148.0107	-49.622982	-5.0821099
1149.0107	-43.781719	-5.0772824
1150.0107	-49.756802	-5.0811849
1151.0107	-49.216656	-5.0795317
1152.0107	-54.188248	-5.0830212
1153.0107	-51.677738	-5.0843596
1154.0107	-50.764614	-5.0831404
1155.0107	-49.915787	-5.0813398
1156.0107	-51.904385	-5.0847311
1157.0107	-49.332993	-5.083848
1158.0107	-48.398773	-5.0807333
1159.0107	-51.971745	-5.0824571
1160.0107	-51.246494	-5.0886583
1161.0107	-49.700542	-5.0819726
1162.0107	-51.850536	-5.0836143
1163.0107	-51.754292	-5.0872502
1164.0107	-51.585915	-5.0858502
1165.0107	-49.801811	-5.0892682
1166.0107	-47.908253	-5.0844126
1167.0107	-51.060631	-5.0857019
1168.0107	-55.463093	-5.0922737
1169.0107	-48.308556	-5.0877271
1170.0107	-49.022755	-5.0888047
1171.0107	-49.129856	-5.0799785
1172.0107	-49.410801	-5.0845461
1173.0107	-48.908829	-5.0828204
1174.0107	-49.127644	-5.0876446
1175.0107	-50.571472	-5.0872021
1176.0107	-47.329929	-5.0858016
1177.0107	-48.220348	-5.0880976
1178.0107	-46.431473	-5.0844393
1179.0107	-49.585007	-5.0866308
1180.0107	-49.248802	-5.0848231
1181.0107	-52.797817	-5.0879126
1182.0107	-55.48399	-5.0915012
1183.0107	-52.535202	-5.0922785
1184.0107	-50.940628	-5.0911345
1185.0107	-45.804073	-5.0842624
1186.0107	-45.22374	-5.0837526
1187.0107	-46.630596	-5.0860686
1188.0107	-47.541759	-5.0883527
1189.0107	-48.799675	-5.0882483
1190.0107	-44.499336	-5.0818276
1191.0107	-48.163685	-5.0852952
1192.0107	-49.098511	-5.0846672
1193.0107	-43.08942	-5.0799847
1194.0107	-48.517773	-5.0862498
1195.0107	-49.778503	-5.0883107
1196.0107	-50.574081	-5.0890245
1197.0107	-47.025673	-5.0878234
1198.0107	-52.142735	-5.0949235
1199.0107	-54.522243	-5.0969162
1200.0107	-52.039257	-5.0975032
1201.0107	-50.441872	-5.0937314
1202.0107	-47.847172	-5.0908389
1203.0107	-40.903057	-5.083004
1204.0107	-44.924305	-5.0867186
1205.0107	-49.141708	-5.0919814
1206.0107	-52.382046	-5.0943623
1207.0107	-45.724304	-5.0922246
1208.0107	-49.623585	-5.0933409
1209.0107	-46.41922	-5.090517
1210.0107	-45.378254	-5.0905199
1211.0107	-46.733471	-5.0917788
1212.0107	-49.420044	-5.0922937
1213.0107	-47.703506	-5.0906854
1214.0107	-52.110188	-5.0982647
1215.0107	-55.431293	-5.0994139
1216.0107	-51.659851	-5.1014504
1217.0107	-52.101543	-5.0988564
1218.0107	-47.835518	-5.0989366
1219.0107	-48.42469	-5.0978785
1220.0107	-47.84074	-5.0967155
1221.0107	-50.150475	-5.0938749
1222.0107	-50.680828	-5.0969162
1223.0107	-55.072037	-5.0989118
1224.0107	-49.528545	-5.096416
1225.0107	-48.032681	-5.0956669
1226.0107	-47.293964	-5.0960498
1227.0107	-49.418236	-5.0949674
1228.0107	-42.701576	-5.0875664
1229.0107	-49.457623	-5.0899673
1230.0107	-41.805332	-5.0833659
1231.0107	-45.888714	-5.0884318
1232.0107	-52.484768	-5.0978503
1233.0107	-50.666759	-5.0976806
1234.0107	-48.252697	-5.0920768
1235.0107	-49.691101	-5.0958629
1236.0107	-49.890671	-5.0977674
1237.0107	-52.27354	-5.0964808
1238.0107	-49.422459	-5.0967922
1239.0107	-50.884167	-5.0973148
1240.0107	-53.191284	-5.0964174
1241.0107	-51.730782	-5.0991311
1242.0107	-53.24192	-5.1061273
1243.0107	-50.546558	-5.1058507
1244.0107	-54.326889	-5.106616
1245.0107	-47.693661	-5.102704
1246.0107	-47.132568	-5.1003914
1247.0107	-53.842796	-5.1050205
1248.0107	-50.038357	-5.1028962
1249.0107	-47.124733	-5.1000342
1250.0107	-50.522243	-5.1006112
1251.0107	-45.982143	-5.0980687
1252.0107	-49.447372	-5.0997524
1253.0107	-43.989479	-5.0950537
1254.0107	-47.852798	-5.0987225
1255.0107	-44.817009	-5.0973125
1256.0107	-50.444485	-5.0997133
1257.0107	-48.024441	-5.1021323
1258.0107	-53.071934	-5.1034102
1259.0107	-63.742882	-5.1487746
1260.0107	-103.41556	-5.3521123
1261.0107	-147.70705	-5.7257738
1262.0107	-196.6078	-6.3158302
1263.0107	-278.27805	-7.1361866
1264.0107	-431.47968	-8.1508751
1265.0107	-675.81848	-9.2572422
1266.0107	-1043.9086	-10.296729
1267.0107	-1474.8688	-11.098956
1268.0107	-1799.3788	-11.615725
1269.0107	-1982.6084	-11.954471
1270.0107	-2114.6106	-12.18623
1271.0107	-2204.7078	-12.359545
1272.0107	-2311.6514	-12.528011
1273.0107	-2415.3501	-12.68716
1274.0107	-2497.3989	-12.823245
1275.0107	-2501.6038	-12.890606
1276.0107	-2477.5388	-12.921731
1277.0107	-2444.9138	-12.936766
1278.0107	-2418.8635	-12.942434
1279.0107	-2398.5046	-12.94558
1280.0107	-2380.5972	-12.947126
1281.0107	-2358.7515	-12.948633
1282.0107	-2364.1948	-12.954219
1283.0107	-2350.7495	-12.95612
1284.0107	-2341.1614	-12.955721
1285.0107	-2345.3625	-12.963249
1286.0107	-2331.9336	-12.961498
1287.0107	-2332.4734	-12.965202
1288.0107	-2336.9956	-12.970095
1289.0107	-2333.3149	-12.972996
1290.0107	-2326.2314	-12.973937
1291.0107	-2322.6235	-12.975458
1292.0107	-2332.9502	-12.980819
1293.0107	-2328.3506	-12.981535
1294.0107	-2332.0344	-12.987281
1295.0107	-2338.3931	-12.990802
1296.0107	-2333.02	-12.991769
1297.0107	-2332.5054	-12.994595
1298.0107	-2327.124	-12.99556
1299.0107	-2303.7568	-12.990141
1300.0107	-2325.9519	-12.998498
1301.0107	-2333.0566	-13.001974
1302.0107	-2330.1628	-13.004393
1303.0107	-2335.4016	-13.007993
1304.0107	-2252.4736	-12.987495
1305.0107	-2030.9536	-12.9208
1306.0107	-1803.7479	-12.839444
1307.0107	-1577.3215	-12.740899
1308.0107	-1349.76	-12.626325
1309.0107	-1130.2102	-12.488821
1310.0107	-910.77509	-12.325769
1311.0107	-706.5166	-12.140411
1312.0107	-507.59387	-11.904639
1313.0107	-315.92282	-11.5949
